자전거번호,등록일시,등록일시2,고장구분,총이용시간,총이용거리
SPB-43825,2021-09-17,2021-11-14,기타 ,2668.0,280546.7
SPB-34866,2021-09-17,2021-11-28,체인,1286.0,138757.46
SPB-34497,2021-09-17,2021-10-23,타이어 ,598.0,50260.850000000006
SPB-48392,2021-09-17,2021-10-29,안장,1297.0,111860.0
SPB-46497,2021-09-17,2021-09-25,체인,1437.0,156630.0
SPB-44142,2021-09-17,2021-10-14,안장,675.0,61665.24999999999
SPB-46656,2021-09-17,2021-09-20,안장,86.0,11960.0
SPB-41837,2021-09-17,2021-10-05,안장,817.0,104365.38
SPB-43467,2021-09-17,2021-09-27,기타 ,976.0,133202.67
SPB-43467,2021-09-17,2021-09-27,기타 ,976.0,133202.67
SPB-52037,2021-09-17,2021-09-19,안장,499.0,68610.0
SPB-47465,2021-09-17,2021-11-17,안장,1688.0,148310.0
SPB-48939,2021-09-17,2021-09-19,기타 ,481.0,56160.0
SPB-48939,2021-09-17,2021-09-19,기타 ,481.0,56160.0
SPB-46692,2021-09-17,2021-09-22,기타 ,288.0,40660.0
SPB-41321,2021-09-17,2021-11-25,페달,4248.0,575411.91
SPB-41321,2021-09-17,2021-11-25,페달,4248.0,575411.91
SPB-30297,2021-09-17,2021-10-21,안장,334.0,33365.420000000006
SPB-34056,2021-09-17,2021-12-22,기타 ,4236.0,459250.6
SPB-34056,2021-09-17,2021-12-22,기타 ,4236.0,459250.6
SPB-36335,2021-09-17,2021-10-15,체인,3438.0,413997.23
SPB-36335,2021-09-17,2021-10-23,페달,232.0,12213.92
SPB-32405,2021-09-17,2021-09-22,페달,481.0,80678.97
SPB-45202,2021-09-17,2021-10-14,기타 ,2876.0,382730.0
SPB-35604,2021-09-17,2021-11-15,체인,848.0,122527.24000000002
SPB-40744,2021-09-17,2021-09-19,안장,283.0,55110.51
SPB-35755,2021-09-17,2021-10-14,체인,590.0,88490.92000000001
SPB-35755,2021-09-17,2021-10-14,체인,590.0,88490.92000000001
SPB-32213,2021-09-17,2021-09-20,페달,399.0,64882.93
SPB-32213,2021-09-17,2021-09-20,페달,399.0,64882.93
SPB-52657,2021-09-17,2021-10-20,안장,3695.0,367890.0
SPB-52180,2021-09-17,2021-11-26,페달,7829.0,950810.0
SPB-48054,2021-09-17,2021-10-06,기타 ,1542.0,197770.0
SPB-33069,2021-09-17,2021-11-20,기타 ,211.0,18748.02
SPB-33069,2021-09-17,2021-11-20,기타 ,211.0,18748.02
SPB-43552,2021-09-17,2021-09-22,체인,408.0,29261.42
SPB-43552,2021-09-17,2021-09-22,체인,408.0,29261.42
SPB-50610,2021-09-17,2021-10-30,기타 ,4733.0,67210.0
SPB-40672,2021-09-17,2021-12-09,기타 ,90.0,10112.38
SPB-48085,2021-09-17,2021-11-04,기타 ,9244.0,1144490.0
SPB-52975,2021-09-17,2021-09-25,기타 ,1292.0,155670.0
SPB-36302,2021-09-17,2021-09-18,체인,10.0,1000.41
SPB-43471,2021-09-17,2021-10-28,기타 ,2039.0,199827.07000000004
SPB-43471,2021-09-17,2021-10-28,기타 ,2039.0,199827.07000000004
SPB-51079,2021-09-17,2021-12-28,기타 ,14396.0,1563200.0
SPB-43218,2021-09-17,2021-09-26,타이어 ,244.0,36705.89
SPB-42703,2021-09-17,2021-11-04,기타 ,543.0,42811.89000000001
SPB-42703,2021-09-17,2021-11-04,기타 ,543.0,42811.89000000001
SPB-41897,2021-09-17,2021-09-19,안장,451.0,54552.73
SPB-41897,2021-09-17,2021-09-19,안장,451.0,54552.73
SPB-41016,2021-09-17,2021-09-19,기타 ,218.0,25440.279999999995
SPB-37693,2021-09-17,2021-09-24,체인,493.0,61875.810000000005
SPB-37545,2021-09-17,2021-12-20,타이어 ,6831.0,774992.82
SPB-31331,2021-09-17,2021-09-20,체인,496.0,76069.14
SPB-52582,2021-09-17,2021-11-24,타이어 ,8041.0,925970.0
SPB-52582,2021-09-17,2021-11-24,타이어 ,8041.0,925970.0
SPB-31609,2021-09-17,2021-09-24,안장,520.0,25405.55
SPB-48787,2021-09-17,2021-11-03,기타 ,2313.0,269360.0
SPB-47933,2021-09-17,2021-11-06,체인,5461.0,716240.0
SPB-43552,2021-09-17,2021-10-10,기타 ,395.0,49297.54000000001
SPB-43552,2021-09-17,2021-10-10,기타 ,395.0,49297.54000000001
SPB-37824,2021-09-17,2021-11-05,안장,1356.0,168550.74
SPB-37824,2021-09-17,2021-11-05,안장,1356.0,168550.74
SPB-52224,2021-09-17,2021-12-15,기타 ,10416.0,1046050.0
SPB-36988,2021-09-17,2021-10-31,기타 ,3250.0,334220.15
SPB-48836,2021-09-17,2021-10-08,안장,4770.0,575710.0
SPB-31409,2021-09-17,2021-12-17,기타 ,587.0,55401.52
SPB-50466,2021-09-17,2021-09-22,체인,704.0,87430.0
SPB-33950,2021-09-17,2021-10-12,기타 ,1653.0,216081.58
SPB-33522,2021-09-17,2021-09-19,기타 ,683.0,87325.3
SPB-45892,2021-09-17,2021-09-25,기타 ,1187.0,133240.0
SPB-30166,2021-09-17,2021-10-13,기타 ,2280.0,76340.53
SPB-55082,2021-09-17,2021-09-18,타이어 ,300.0,18640.0
SPB-30079,2021-09-17,2021-09-28,체인,2543.0,312863.97000000003
SPB-30079,2021-09-17,2021-10-03,기타 ,513.0,78506.35
SPB-54807,2021-09-17,2021-09-21,체인,337.0,35240.0
SPB-54807,2021-09-17,2021-09-23,페달,127.0,21180.0
SPB-48853,2021-09-18,2021-12-13,체인,956.0,122180.0
SPB-48853,2021-09-18,2021-12-13,안장,956.0,122180.0
SPB-48172,2021-09-18,2021-11-26,타이어 ,9488.0,1179520.0
SPB-48172,2021-09-18,2021-11-26,타이어 ,9488.0,1179520.0
SPB-31885,2021-09-18,2021-10-20,기타 ,4246.0,562875.35
SPB-43536,2021-09-18,2021-09-19,페달,33.0,2987.53
SPB-44939,2021-09-18,2021-09-20,타이어 ,78.0,7336.6
SPB-51319,2021-09-18,2021-10-05,기타 ,3668.0,345480.0
SPB-32024,2021-09-18,2021-09-25,체인,1154.0,87294.39
SPB-53245,2021-09-18,2021-10-13,체인,195.0,31460.0
SPB-51578,2021-09-18,2021-11-05,기타 ,3635.0,146260.0
SPB-45849,2021-09-18,2021-10-01,타이어 ,205.0,13850.0
SPB-45849,2021-09-18,2021-10-01,기타 ,205.0,13850.0
SPB-39591,2021-09-18,2021-09-30,체인,1510.0,177786.36000000002
SPB-39591,2021-09-18,2021-10-15,페달,1346.0,210303.75
SPB-48011,2021-09-18,2021-10-22,기타 ,1043.0,113400.0
SPB-43982,2021-09-18,2021-11-18,기타 ,4310.0,516168.58
SPB-48959,2021-09-18,2021-09-21,안장,1038.0,101290.0
SPB-52986,2021-09-18,2021-12-05,기타 ,7619.0,903890.0
SPB-43700,2021-09-18,2021-10-22,안장,14.0,3080.83
SPB-43700,2021-09-18,2021-10-22,안장,14.0,3080.83
SPB-55099,2021-09-18,2021-09-23,체인,1207.0,130850.0
SPB-35178,2021-09-18,2021-10-15,페달,556.0,57914.68000000001
SPB-35178,2021-09-18,2021-09-26,기타 ,1059.0,157598.51
SPB-52326,2021-09-18,2021-10-04,기타 ,1565.0,188440.0
SPB-38640,2021-09-18,2021-10-12,체인,1955.0,262034.99
SPB-37008,2021-09-18,2021-11-05,단말기,2317.0,274007.10000000003
SPB-48405,2021-09-18,2021-09-23,안장,555.0,55150.0
SPB-55739,2021-09-18,2021-09-23,기타 ,2234.0,270320.0
SPB-47057,2021-09-18,2021-09-24,타이어 ,5.0,440.0
SPB-30375,2021-09-18,2021-10-04,단말기,2818.0,79866.94
SPB-51968,2021-09-18,2021-10-22,안장,3992.0,469810.0
SPB-32507,2021-09-18,2021-09-28,타이어 ,1944.0,242687.73
SPB-48203,2021-09-18,2021-11-20,타이어 ,4404.0,604940.0
SPB-53649,2021-09-18,2021-10-15,체인,760.0,100230.0
SPB-34086,2021-09-18,2021-09-19,안장,20.0,3297.01
SPB-53519,2021-09-18,2021-09-26,안장,1392.0,190650.0
SPB-53519,2021-09-18,2021-09-26,안장,1392.0,190650.0
SPB-32209,2021-09-18,2021-09-26,기타 ,1328.0,144444.6
SPB-32209,2021-09-18,2021-09-26,기타 ,1328.0,144444.6
SPB-55626,2021-09-18,2021-10-01,타이어 ,3476.0,392610.0
SPB-40103,2021-09-18,2021-09-21,안장,22.0,1991.52
SPB-38311,2021-09-18,2021-11-18,기타 ,3329.0,193354.94000000003
SPB-34872,2021-09-18,2021-10-09,타이어 ,1092.0,124147.57
SPB-34872,2021-09-18,2021-10-09,타이어 ,1092.0,124147.57
SPB-30475,2021-09-18,2021-09-27,체인,1297.0,112800.11
SPB-48539,2021-09-18,2021-10-04,안장,2903.0,310630.0
SPB-52883,2021-09-18,2021-09-24,체인,979.0,120850.0
SPB-43547,2021-09-18,2021-09-22,기타 ,23.0,3262.25
SPB-43547,2021-09-18,2021-09-22,기타 ,23.0,3262.25
SPB-33589,2021-09-18,2021-10-01,안장,160.0,24366.14
SPB-52537,2021-09-18,2021-12-10,기타 ,10814.0,1086730.0
SPB-37077,2021-09-18,2021-10-23,체인,1829.0,229550.44000000003
SPB-37077,2021-09-18,2021-10-23,페달,1829.0,229550.44000000003
SPB-35608,2021-09-18,2021-09-22,체인,257.0,25797.599999999995
SPB-54661,2021-09-18,2021-10-03,타이어 ,3422.0,462100.0
SPB-54661,2021-09-18,2021-10-03,타이어 ,3422.0,462100.0
SPB-32727,2021-09-18,2021-10-01,페달,153.0,17454.19
SPB-32324,2021-09-18,2021-09-27,체인,1113.0,134396.91999999998
SPB-30697,2021-09-18,2021-11-24,체인,491.0,51601.70999999999
SPB-30697,2021-09-18,2021-10-20,페달,3625.0,334405.76
SPB-39660,2021-09-18,2021-10-17,기타 ,1689.0,180876.82
SPB-43221,2021-09-18,2021-10-08,타이어 ,1315.0,163053.2
SPB-32828,2021-09-18,2021-10-21,체인,203.0,17363.84
SPB-32828,2021-09-18,2021-11-03,페달,1276.0,170730.27
SPB-38907,2021-09-18,2021-10-01,타이어 ,1019.0,105045.06
SPB-31904,2021-09-18,2021-10-03,기타 ,711.0,101954.24
SPB-32580,2021-09-18,2021-12-02,단말기,2301.0,143620.38
SPB-43808,2021-09-18,2021-12-17,타이어 ,940.0,113289.45999999996
SPB-46204,2021-09-18,2021-10-18,체인,3874.0,384000.0
SPB-44682,2021-09-18,2021-10-06,안장,1886.0,200123.6
SPB-55082,2021-09-18,2021-09-26,타이어 ,1806.0,198100.0
SPB-54194,2021-09-18,2021-12-04,체인,9678.0,1157490.0
SPB-54194,2021-09-18,2021-09-19,기타 ,114.0,10110.0
SPB-40814,2021-09-18,2021-10-29,기타 ,2434.0,272410.39
SPB-48449,2021-09-18,2021-09-24,페달,1425.0,205430.0
SPB-30628,2021-09-18,2021-12-02,기타 ,5103.0,618990.36
SPB-30681,2021-09-18,2021-09-20,체인,548.0,76143.29
SPB-41595,2021-09-18,2021-11-01,기타 ,2769.0,363655.04
SPB-33663,2021-09-18,2021-12-30,기타 ,9822.0,1083965.52
SPB-36154,2021-09-18,2021-09-23,안장,714.0,71255.36
SPB-36154,2021-09-18,2021-09-23,안장,714.0,71255.36
SPB-34426,2021-09-18,2021-09-19,체인,222.0,20298.1
SPB-48599,2021-09-18,2021-09-19,기타 ,366.0,50600.0
SPB-53983,2021-09-18,2021-11-17,기타 ,2363.0,311060.0
SPB-40936,2021-09-18,2021-11-24,기타 ,2327.0,295615.03
SPB-36446,2021-09-18,2021-11-02,체인,3126.0,260679.25
SPB-43204,2021-09-18,2021-09-26,타이어 ,923.0,114094.61000000002
SPB-47300,2021-09-18,2021-11-01,기타 ,2788.0,333530.0
SPB-47548,2021-09-19,2021-09-22,안장,207.0,25830.0
SPB-80001,2021-09-19,2021-11-17,타이어 ,585.0,21870.0
SPB-80001,2021-09-19,2021-11-17,타이어 ,585.0,21870.0
SPB-39151,2021-09-19,2021-10-24,타이어 ,2900.0,379483.87
SPB-34086,2021-09-19,2021-12-07,안장,5238.0,346270.23
SPB-30278,2021-09-19,2021-10-01,안장,1512.0,211489.79
SPB-48661,2021-09-19,2021-09-25,기타 ,1687.0,191160.0
SPB-31612,2021-09-19,2021-10-14,기타 ,4018.0,537936.8400000001
SPB-37701,2021-09-19,2021-09-21,타이어 ,66.0,3182.36
SPB-42616,2021-09-19,2021-11-29,기타 ,1725.0,167738.4
SPB-31609,2021-09-19,2021-11-01,타이어 ,4677.0,497013.31
SPB-35967,2021-09-19,2021-09-28,체인,961.0,110613.31
SPB-48994,2021-09-19,2021-10-01,기타 ,2660.0,372960.0
SPB-31486,2021-09-19,2021-11-07,기타 ,4430.0,570629.67
SPB-33519,2021-09-19,2021-11-07,타이어 ,1954.0,172458.3
SPB-33519,2021-09-19,2021-10-07,기타 ,1574.0,206900.41000000003
SPB-40553,2021-09-19,2021-10-24,안장,1659.0,148046.81
SPB-55256,2021-09-19,2021-11-05,페달,3046.0,359150.0
SPB-43139,2021-09-19,2021-10-17,체인,1878.0,214005.48
SPB-42900,2021-09-19,2021-10-26,체인,3323.0,316327.62
SPB-42900,2021-09-19,2021-09-24,페달,174.0,29568.660000000003
SPB-44164,2021-09-19,2021-11-25,기타 ,4900.0,581328.03
SPB-44164,2021-09-19,2021-11-25,기타 ,4900.0,581328.03
SPB-55697,2021-09-19,2021-11-19,안장,3953.0,403490.0
SPB-43814,2021-09-19,2021-11-01,기타 ,1693.0,189071.1
SPB-43814,2021-09-19,2021-11-01,기타 ,1693.0,189071.1
SPB-38831,2021-09-19,2021-10-16,타이어 ,647.0,104178.88000000002
SPB-54514,2021-09-19,2021-11-26,기타 ,12360.0,712690.0
SPB-31458,2021-09-19,2021-10-10,체인,4511.0,477401.27
SPB-36436,2021-09-19,2021-11-07,체인,1230.0,60365.28
SPB-41016,2021-09-19,2021-12-08,안장,3995.0,427702.11
SPB-33520,2021-09-19,2021-09-28,기타 ,2464.0,292567.78
SPB-44663,2021-09-19,2021-11-07,타이어 ,4879.0,552546.8200000001
SPB-47580,2021-09-19,2021-10-06,안장,1797.0,215350.0
SPB-39141,2021-09-19,2021-12-30,타이어 ,6879.0,825263.8999999999
SPB-48945,2021-09-19,2021-10-05,기타 ,4198.0,500670.0
SPB-35003,2021-09-19,2021-10-11,안장,2405.0,291518.38
SPB-35003,2021-09-19,2021-10-11,안장,2405.0,291518.38
SPB-30698,2021-09-19,2021-10-26,페달,4754.0,425233.81000000006
SPB-43116,2021-09-19,2021-09-27,안장,1105.0,144724.61000000002
SPB-47524,2021-09-19,2021-10-02,타이어 ,1002.0,110130.0
SPB-41389,2021-09-19,2021-11-25,체인,795.0,103734.51999999996
SPB-51874,2021-09-19,2021-09-23,기타 ,1530.0,148460.0
SPB-36080,2021-09-19,2021-10-25,체인,1083.0,125049.25
SPB-36080,2021-09-19,2021-10-17,페달,3253.0,370952.2100000001
SPB-55093,2021-09-19,2021-10-18,기타 ,7088.0,774420.0
SPB-54127,2021-09-19,2021-10-24,페달,1108.0,100900.0
SPB-54835,2021-09-19,2021-10-19,타이어 ,427.0,51110.0
SPB-54835,2021-09-19,2021-10-19,타이어 ,427.0,51110.0
SPB-31344,2021-09-19,2021-09-25,체인,497.0,71316.09
SPB-31832,2021-09-19,2021-09-24,체인,887.0,128328.72
SPB-47879,2021-09-19,2021-10-08,안장,1796.0,175820.0
SPB-30259,2021-09-19,2021-09-23,체인,469.0,65307.36
SPB-30259,2021-09-19,2021-09-23,체인,469.0,65307.36
SPB-40744,2021-09-19,2021-10-16,안장,865.0,69257.54999999999
SPB-37136,2021-09-19,2021-10-09,타이어 ,1300.0,162653.26
SPB-81827,2021-09-19,2021-09-22,타이어 ,38.0,3430.0
SPB-41171,2021-09-19,2021-11-25,안장,3127.0,393884.63
SPB-48997,2021-09-19,2021-11-21,타이어 ,81.0,10650.0
SPB-48997,2021-09-19,2021-10-12,기타 ,5115.0,591750.0
SPB-52381,2021-09-19,2021-11-03,체인,5795.0,646480.0
SPB-38805,2021-09-19,2021-10-01,안장,1142.0,150218.03999999998
SPB-38231,2021-09-19,2021-10-02,기타 ,336.0,48146.2
SPB-39216,2021-09-19,2021-10-03,안장,2770.0,310014.8300000001
SPB-41897,2021-09-19,2021-10-21,안장,571.0,71732.43000000001
SPB-41897,2021-09-19,2021-10-21,안장,571.0,71732.43000000001
SPB-32694,2021-09-19,2021-09-22,페달,117.0,13757.73
SPB-53507,2021-09-19,2021-11-16,단말기,10486.0,1288760.0
SPB-53507,2021-09-19,2021-11-16,기타 ,10486.0,1288760.0
SPB-47995,2021-09-19,2021-10-02,체인,957.0,123460.0
SPB-43536,2021-09-19,2021-09-20,페달,201.0,4461.33
SPB-37867,2021-09-19,2021-09-22,안장,771.0,81178.43000000001
SPB-48777,2021-09-19,2021-09-24,안장,51.0,7470.0
SPB-48777,2021-09-19,2021-09-24,안장,51.0,7470.0
SPB-31168,2021-09-19,2021-10-13,안장,1897.0,247037.84
SPB-39716,2021-09-19,2021-10-25,기타 ,174.0,19672.75
SPB-39716,2021-09-19,2021-10-25,기타 ,174.0,19672.75
SPB-51787,2021-09-19,2021-09-20,타이어 ,75.0,3270.0
SPB-46316,2021-09-19,2021-11-06,기타 ,7029.0,805860.0
SPB-34380,2021-09-19,2021-11-17,체인,1518.0,174888.71000000002
SPB-34426,2021-09-19,2021-09-22,체인,153.0,19405.5
SPB-37736,2021-09-19,2021-09-27,체인,937.0,126182.39
SPB-37736,2021-09-19,2021-09-27,체인,937.0,126182.39
SPB-37736,2021-09-19,2021-09-27,페달,937.0,126182.39
SPB-37736,2021-09-19,2021-09-27,페달,937.0,126182.39
SPB-49046,2021-09-19,2021-11-01,기타 ,1876.0,235800.0
SPB-48349,2021-09-19,2021-10-16,기타 ,503.0,56660.0
SPB-33241,2021-09-19,2021-10-12,안장,658.0,83241.18000000001
SPB-32087,2021-09-19,2021-10-07,기타 ,2402.0,317595.21
SPB-30474,2021-09-19,2021-10-18,체인,3441.0,457440.74
SPB-31924,2021-09-19,2021-10-02,체인,1526.0,179405.36
SPB-36446,2021-09-19,2021-11-02,페달,3126.0,260679.25
SPB-48703,2021-09-19,2021-10-12,기타 ,2150.0,260980.0
SPB-48703,2021-09-19,2021-10-12,기타 ,2150.0,260980.0
SPB-31903,2021-09-19,2021-09-23,체인,598.0,66534.46
SPB-34295,2021-09-19,2021-09-20,체인,129.0,9434.63
SPB-47343,2021-09-19,2021-10-12,안장,2154.0,296470.0
SPB-43388,2021-09-19,2021-09-22,안장,240.0,28244.87
SPB-43388,2021-09-19,2021-09-22,안장,240.0,28244.87
SPB-32280,2021-09-19,2021-09-26,체인,686.0,66900.22
SPB-32280,2021-09-19,2021-09-26,기타 ,686.0,66900.22
SPB-33470,2021-09-20,2021-09-29,체인,866.0,104670.48
SPB-52472,2021-09-20,2021-11-11,기타 ,86.0,110.0
SPB-31050,2021-09-20,2021-09-26,타이어 ,1005.0,102090.34
SPB-38411,2021-09-20,2021-11-15,기타 ,12.0,1563.72
SPB-51649,2021-09-20,2021-11-30,안장,12339.0,1454830.0
SPB-54333,2021-09-20,2021-09-22,기타 ,195.0,19660.0
SPB-45550,2021-09-20,2021-12-03,기타 ,2957.0,401930.0
SPB-51281,2021-09-20,2021-10-14,타이어 ,4811.0,548460.0
SPB-37908,2021-09-20,2021-09-24,기타 ,327.0,23552.83
SPB-32498,2021-09-20,2021-10-16,타이어 ,178.0,25447.38
SPB-32498,2021-09-20,2021-10-16,안장,178.0,25447.38
SPB-32498,2021-09-20,2021-10-14,기타 ,1696.0,204645.12
SPB-48347,2021-09-20,2021-11-21,페달,7173.0,915860.0
SPB-48347,2021-09-20,2021-11-21,페달,7173.0,915860.0
SPB-30681,2021-09-20,2021-09-23,체인,573.0,58934.73
SPB-33276,2021-09-20,2021-12-11,체인,4966.0,561738.93
SPB-30443,2021-09-20,2021-09-30,타이어 ,69.0,12717.33
SPB-30443,2021-09-20,2021-09-30,타이어 ,69.0,12717.33
SPB-32256,2021-09-20,2021-11-25,타이어 ,5377.0,683851.4400000002
SPB-44939,2021-09-20,2021-09-30,타이어 ,821.0,105604.57
SPB-31326,2021-09-20,2021-09-21,체인,69.0,5832.55
SPB-51329,2021-09-20,2021-12-01,페달,8528.0,989950.0
SPB-32258,2021-09-20,2021-10-08,페달,1500.0,203892.97
SPB-46596,2021-09-20,2021-10-26,안장,4901.0,678100.0
SPB-46596,2021-09-20,2021-10-26,안장,4901.0,678100.0
SPB-46598,2021-09-20,2021-09-24,체인,997.0,84240.0
SPB-46598,2021-09-20,2021-09-24,체인,997.0,84240.0
SPB-52915,2021-09-20,2021-10-19,기타 ,6201.0,791380.0
SPB-33060,2021-09-20,2021-09-21,페달,27.0,3209.56
SPB-39193,2021-09-20,2021-10-23,체인,966.0,113118.12
SPB-32702,2021-09-20,2021-09-22,체인,109.0,18375.62
SPB-32702,2021-09-20,2021-10-01,페달,291.0,39520.49
SPB-39178,2021-09-20,2021-09-24,안장,426.0,45815.10999999999
SPB-37554,2021-09-20,2021-09-23,체인,255.0,32795.68
SPB-44912,2021-09-20,2021-09-22,타이어 ,7.0,394.95
SPB-36101,2021-09-20,2021-10-12,안장,2351.0,280424.74
SPB-33887,2021-09-20,2021-09-25,체인,334.0,41018.98
SPB-54474,2021-09-20,2021-09-23,안장,459.0,48000.0
SPB-43388,2021-09-20,2021-10-16,타이어 ,689.0,122095.53
SPB-43388,2021-09-20,2021-10-16,타이어 ,689.0,122095.53
SPB-43388,2021-09-20,2021-09-22,페달,240.0,28244.87
SPB-43388,2021-09-20,2021-09-22,페달,240.0,28244.87
SPB-32089,2021-09-20,2021-09-23,페달,710.0,73973.62
SPB-44021,2021-09-20,2021-10-15,안장,353.0,25122.4
SPB-44021,2021-09-20,2021-10-15,안장,353.0,25122.4
SPB-42293,2021-09-20,2021-09-23,체인,137.0,12794.62
SPB-46581,2021-09-20,2021-12-03,기타 ,480.0,53380.0
SPB-46620,2021-09-20,2021-09-28,체인,789.0,87440.0
SPB-46620,2021-09-20,2021-09-28,페달,789.0,87440.0
SPB-47674,2021-09-20,2021-10-28,기타 ,3121.0,382430.0
SPB-31572,2021-09-20,2021-12-13,기타 ,10271.0,1230339.86
SPB-46356,2021-09-20,2021-09-23,기타 ,1320.0,138930.0
SPB-51510,2021-09-20,2021-12-08,기타 ,98.0,400.0
SPB-43536,2021-09-20,2021-09-30,페달,591.0,78711.61
SPB-43536,2021-09-20,2021-09-30,기타 ,591.0,78711.61
SPB-44230,2021-09-20,2021-11-04,타이어 ,622.0,77167.35
SPB-55036,2021-09-20,2021-09-28,기타 ,934.0,111550.0
SPB-42428,2021-09-20,2021-09-23,체인,255.0,32160.19
SPB-55048,2021-09-20,2021-09-26,체인,1529.0,164520.0
SPB-51718,2021-09-20,2021-10-01,체인,272.0,38790.0
SPB-51718,2021-09-20,2021-10-01,체인,272.0,38790.0
SPB-31134,2021-09-20,2021-09-28,체인,1520.0,143657.04
SPB-40475,2021-09-20,2021-10-08,기타 ,777.0,101187.56
SPB-34295,2021-09-20,2021-09-24,체인,859.0,112364.84
SPB-55984,2021-09-20,2021-09-24,기타 ,820.0,86500.0
SPB-43966,2021-09-20,2021-11-10,기타 ,1842.0,199475.6
SPB-55309,2021-09-20,2021-10-11,기타 ,2649.0,353770.0
SPB-55309,2021-09-20,2021-10-11,기타 ,2649.0,353770.0
SPB-51445,2021-09-20,2021-10-05,체인,2164.0,203250.0
SPB-48973,2021-09-20,2021-10-09,기타 ,3159.0,377300.0
SPB-37250,2021-09-20,2021-09-26,타이어 ,395.0,33965.3
SPB-31301,2021-09-20,2021-09-24,체인,62.0,9749.83
SPB-33059,2021-09-20,2021-09-27,기타 ,2037.0,247866.12
SPB-33059,2021-09-20,2021-09-27,기타 ,2037.0,247866.12
SPB-32213,2021-09-20,2021-10-27,페달,2465.0,285024.37
SPB-32213,2021-09-20,2021-10-27,페달,2465.0,285024.37
SPB-38917,2021-09-20,2021-11-22,기타 ,2311.0,279530.89
SPB-46710,2021-09-20,2021-10-23,안장,3783.0,523690.0
SPB-53838,2021-09-20,2021-10-19,기타 ,2421.0,292820.0
SPB-53838,2021-09-20,2021-10-19,기타 ,2421.0,292820.0
SPB-51445,2021-09-20,2021-10-12,타이어 ,992.0,135280.0
SPB-44677,2021-09-20,2021-10-22,체인,213.0,16959.65
SPB-31522,2021-09-21,2021-11-15,기타 ,3799.0,515479.3
SPB-44813,2021-09-21,2021-12-14,타이어 ,1152.0,136689.61000000002
SPB-44173,2021-09-21,2021-10-07,안장,1674.0,186255.86
SPB-48754,2021-09-21,2021-10-09,기타 ,197.0,23150.0
SPB-54361,2021-09-21,2021-11-15,기타 ,8694.0,1060920.0
SPB-31326,2021-09-21,2021-09-23,체인,277.0,26339.56
SPB-36385,2021-09-21,2021-09-28,체인,1199.0,131402.45
SPB-30534,2021-09-21,2021-09-26,안장,882.0,120019.25
SPB-30534,2021-09-21,2021-09-26,안장,882.0,120019.25
SPB-51277,2021-09-21,2021-10-28,체인,5700.0,628810.0
SPB-41884,2021-09-21,2021-11-01,페달,247.0,14981.52
SPB-33135,2021-09-21,2021-09-23,페달,505.0,47844.32
SPB-47195,2021-09-21,2021-10-25,안장,3382.0,357690.0
SPB-47195,2021-09-21,2021-10-25,안장,3382.0,357690.0
SPB-46687,2021-09-21,2021-12-23,안장,5659.0,764080.0
SPB-47622,2021-09-21,2021-11-14,타이어 ,3308.0,376140.0
SPB-33060,2021-09-21,2021-10-13,기타 ,2386.0,326443.67
SPB-47972,2021-09-21,2021-11-06,기타 ,11231.0,1219690.0
SPB-49080,2021-09-21,2021-10-23,기타 ,4744.0,564970.0
SPB-32811,2021-09-21,2021-09-26,페달,916.0,114123.55999999998
SPB-52942,2021-09-21,2021-10-15,타이어 ,4156.0,535970.0
SPB-52942,2021-09-21,2021-10-15,타이어 ,4156.0,535970.0
SPB-52942,2021-09-21,2021-09-23,기타 ,196.0,23950.0
SPB-52942,2021-09-21,2021-09-23,기타 ,196.0,23950.0
SPB-41582,2021-09-21,2021-10-07,안장,913.0,104606.15
SPB-41582,2021-09-21,2021-10-07,안장,913.0,104606.15
SPB-42990,2021-09-21,2021-12-03,타이어 ,1369.0,103464.52
SPB-34117,2021-09-21,2021-10-09,기타 ,1934.0,237859.98
SPB-34496,2021-09-21,2021-10-12,체인,2339.0,237983.28
SPB-31883,2021-09-21,2021-09-23,안장,27.0,4031.02
SPB-55338,2021-09-21,2021-10-07,안장,3140.0,339730.0
SPB-48959,2021-09-21,2021-09-28,안장,754.0,88000.0
SPB-45903,2021-09-21,2021-11-01,타이어 ,3474.0,442290.0
SPB-45903,2021-09-21,2021-11-01,타이어 ,3474.0,442290.0
SPB-44283,2021-09-21,2021-09-24,기타 ,477.0,47643.7
SPB-44283,2021-09-21,2021-09-24,기타 ,477.0,47643.7
SPB-38960,2021-09-21,2021-09-24,체인,228.0,33580.240000000005
SPB-51251,2021-09-21,2021-11-08,기타 ,5120.0,362970.0
SPB-51251,2021-09-21,2021-11-08,기타 ,5120.0,362970.0
SPB-54807,2021-09-21,2021-09-23,체인,127.0,21180.0
SPB-52710,2021-09-21,2021-11-19,페달,10616.0,1157110.0
SPB-30989,2021-09-21,2021-09-26,체인,882.0,65010.65000000001
SPB-31134,2021-09-21,2021-10-13,안장,1736.0,213612.43
SPB-33836,2021-09-21,2021-10-06,안장,4098.0,588726.8
SPB-33836,2021-09-21,2021-10-06,안장,4098.0,588726.8
SPB-35133,2021-09-21,2021-09-22,기타 ,84.0,15238.89
SPB-35133,2021-09-21,2021-09-22,기타 ,84.0,15238.89
SPB-50865,2021-09-21,2021-10-07,안장,1789.0,222280.0
SPB-48273,2021-09-21,2021-10-19,기타 ,6242.0,724410.0
